126,126,126,crop_other
126,126,126,crop_other
138,138,138,crop_other
147,148,148,crop_other
141,141,141,crop_other
130,130,130,crop_other
119,119,118,crop_other
106,106,105,crop_other
92,92,92,crop_other
114,114,113,crop_other
132,132,132,crop_other
145,146,146,crop_other
144,144,144,crop_other
144,145,145,crop_other
161,162,162,crop_other
171,172,172,crop_other
164,165,165,crop_other
130,130,130,crop_other
150,150,150,crop_other
162,163,163,crop_other
170,171,171,crop_other
158,158,159,crop_other
133,133,132,crop_other
112,112,111,crop_other
106,106,105,crop_other
107,107,106,crop_other
125,125,125,crop_other
143,143,143,crop_other
154,155,155,crop_other
151,151,151,crop_other
138,138,138,crop_other
124,124,124,crop_other
118,118,117,crop_other
123,123,123,crop_other
144,144,144,crop_other
163,164,164,crop_other
179,180,180,crop_other
169,169,170,crop_other
140,140,140,crop_other
119,119,118,crop_other
114,114,113,crop_other
113,113,112,crop_other
120,120,120,crop_other
135,136,135,crop_other
148,148,148,crop_other
146,147,147,crop_other
133,134,133,crop_other
125,125,125,crop_other
127,127,127,crop_other
134,135,134,crop_other
137,137,137,crop_other
144,144,144,crop_other
148,148,148,crop_other
152,152,152,crop_other
145,146,146,crop_other
130,130,130,crop_other
114,114,113,crop_other
107,107,106,crop_other
107,107,106,crop_other
122,122,122,crop_other
139,139,139,crop_other
153,154,154,crop_other
155,156,156,crop_other
142,142,142,crop_other
120,120,120,crop_other
114,114,113,crop_other
127,127,127,crop_other
152,153,153,crop_other
166,167,167,crop_other
178,179,179,crop_other
169,169,170,crop_other
140,140,140,crop_other
123,123,123,crop_other
126,126,126,crop_other
130,130,130,crop_other
134,135,134,crop_other
145,146,146,crop_other
152,152,152,crop_other
150,150,150,crop_other
133,133,132,crop_other
102,102,101,crop_other
89,89,89,crop_other
104,104,103,crop_other
140,140,140,crop_other
127,127,127,crop_other
130,130,130,crop_other
135,136,135,crop_other
140,140,140,crop_other
137,137,137,crop_other
128,128,128,crop_other
122,122,122,crop_other
124,124,124,crop_other
123,123,123,crop_other
142,142,142,crop_other
161,162,162,crop_other
170,171,171,crop_other
160,160,161,crop_other
134,135,134,crop_other
124,124,124,crop_other
134,135,134,crop_other
122,122,122,crop_other
130,130,130,crop_other
145,146,146,crop_other
152,153,153,crop_other
144,144,144,crop_other
135,136,135,crop_other
133,133,132,crop_other
129,129,129,crop_other
130,130,130,crop_other
142,142,142,crop_other
149,149,149,crop_other
153,154,154,crop_other
144,144,144,crop_other
110,110,109,crop_other
90,90,90,crop_other
105,105,104,crop_other
122,122,122,crop_other
114,114,113,crop_other
119,119,118,crop_other
121,121,121,crop_other
135,136,135,crop_other
144,145,145,crop_other
146,147,147,crop_other
142,142,142,crop_other
123,123,123,crop_other
128,128,128,crop_other
126,126,126,crop_other
149,149,149,crop_other
182,183,183,crop_other
173,174,174,crop_other
134,135,134,crop_other
125,125,125,crop_other
131,131,131,crop_other
117,117,116,crop_other
115,115,114,crop_other
128,128,128,crop_other
136,136,136,crop_other
131,131,131,crop_other
131,131,131,crop_other
133,133,132,crop_other
127,127,127,crop_other
125,125,125,crop_other
134,135,134,crop_other
144,145,145,crop_other
146,147,147,crop_other
139,139,139,crop_other
130,130,130,crop_other
124,124,124,crop_other
122,122,122,crop_other
100,100,99,crop_other
113,113,112,crop_other
119,119,118,crop_other
117,117,116,crop_other
133,134,133,crop_other
153,154,154,crop_other
155,156,156,crop_other
144,144,144,crop_other
123,123,123,crop_other
112,112,111,crop_other
111,111,110,crop_other
136,136,136,crop_other
176,177,178,crop_other
176,177,178,crop_other
142,142,142,crop_other
122,122,122,crop_other
116,116,115,crop_other
121,121,121,crop_other
118,118,117,crop_other
130,130,130,crop_other
134,135,134,crop_other
121,121,121,crop_other
117,117,116,crop_other
125,125,125,crop_other
125,125,125,crop_other
122,122,122,crop_other
130,130,130,crop_other
138,138,138,crop_other
144,144,144,crop_other
144,145,145,crop_other
143,143,143,crop_other
142,142,142,crop_other
142,142,142,crop_other
103,103,102,crop_other
133,133,132,crop_other
142,142,142,crop_other
134,135,134,crop_other
144,144,144,crop_other
165,166,166,crop_other
161,161,161,crop_other
138,138,138,crop_other
120,120,120,crop_other
118,118,117,crop_other
118,118,117,crop_other
138,138,138,crop_other
171,172,172,crop_other
173,174,174,crop_other
148,148,148,crop_other
135,136,135,crop_other
132,132,132,crop_other
132,132,132,crop_other
128,128,128,crop_other
145,146,146,crop_other
155,156,156,crop_other
140,140,140,crop_other
131,131,131,crop_other
136,136,136,crop_other
135,136,135,crop_other
127,127,127,crop_other
133,133,132,crop_other
140,140,140,crop_other
146,147,147,crop_other
148,148,148,crop_other
146,147,147,crop_other
143,143,143,crop_other
141,141,141,crop_other
126,126,126,crop_other
147,148,148,crop_other
160,160,161,crop_other
152,153,153,crop_other
152,153,153,crop_other
169,169,170,crop_other
157,158,158,crop_other
130,130,130,crop_other
121,121,121,crop_other
134,135,134,crop_other
139,139,139,crop_other
151,151,151,crop_other
166,167,167,crop_other
158,158,159,crop_other
141,141,141,crop_other
150,150,150,crop_other
163,164,164,crop_other
142,142,142,crop_other
135,136,135,crop_other
153,154,154,crop_other
173,174,174,crop_other
165,166,166,crop_other
153,154,154,crop_other
148,148,148,crop_other
138,138,138,crop_other
126,126,126,crop_other
135,136,135,crop_other
146,147,147,crop_other
151,151,151,crop_other
147,148,148,crop_other
138,138,138,crop_other
129,129,129,crop_other
123,123,123,crop_other
137,137,137,crop_other
141,141,141,crop_other
150,150,150,crop_other
147,148,148,crop_other
150,150,150,crop_other
164,165,165,crop_other
155,156,156,crop_other
133,133,132,crop_other
131,131,131,crop_other
137,137,137,crop_other
145,146,146,crop_other
149,149,149,crop_other
149,149,149,crop_other
133,134,133,crop_other
124,124,124,crop_other
151,151,151,crop_other
181,181,182,crop_other
161,162,162,crop_other
142,142,142,crop_other
141,141,141,crop_other
157,158,158,crop_other
161,161,161,crop_other
153,154,154,crop_other
141,141,141,crop_other
125,125,125,crop_other
117,117,116,crop_other
132,132,132,crop_other
147,148,148,crop_other
152,152,152,crop_other
145,146,146,crop_other
133,134,133,crop_other
126,126,126,crop_other
122,122,122,crop_other
148,148,148,crop_other
133,133,132,crop_other
130,130,130,crop_other
133,134,133,crop_other
145,146,146,crop_other
158,158,159,crop_other
153,154,154,crop_other
137,137,137,crop_other
139,139,139,crop_other
140,140,140,crop_other
142,142,142,crop_other
135,136,135,crop_other
129,129,129,crop_other
116,116,115,crop_other
113,113,112,crop_other
150,150,150,crop_other
187,188,188,crop_other
189,190,190,crop_other
158,158,159,crop_other
131,131,131,crop_other
133,133,132,crop_other
145,146,146,crop_other
145,146,146,crop_other
133,133,132,crop_other
120,120,120,crop_other
118,118,117,crop_other
132,132,132,crop_other
145,146,146,crop_other
149,149,149,crop_other
142,142,142,crop_other
134,135,134,crop_other
133,133,132,crop_other
135,136,135,crop_other
158,158,159,crop_other
130,130,130,crop_other
116,116,115,crop_other
130,130,130,crop_other
144,145,145,crop_other
145,146,146,crop_other
138,138,138,crop_other
130,130,130,crop_other
133,134,133,crop_other
143,143,143,crop_other
141,141,141,crop_other
132,132,132,crop_other
129,129,129,crop_other
122,122,122,crop_other
119,119,118,crop_other
151,151,151,crop_other
185,185,186,crop_other
190,190,191,crop_other
163,164,164,crop_other
130,130,130,crop_other
126,126,126,crop_other
145,146,146,crop_other
149,149,149,crop_other
134,135,134,crop_other
126,126,126,crop_other
133,133,132,crop_other
140,140,140,crop_other
146,147,147,crop_other
146,147,147,crop_other
139,139,139,crop_other
134,135,134,crop_other
136,136,136,crop_other
140,140,140,crop_other
159,159,160,crop_other
124,124,124,crop_other
106,106,105,crop_other
128,128,128,crop_other
143,143,143,crop_other
129,129,129,crop_other
116,116,115,crop_other
115,115,114,crop_other
123,123,123,crop_other
137,137,137,crop_other
140,140,140,crop_other
138,138,138,crop_other
144,144,144,crop_other
139,139,139,crop_other
128,128,128,crop_other
147,148,148,crop_other
175,175,176,crop_other
164,165,165,crop_other
152,152,152,crop_other
127,127,127,crop_other
128,128,128,crop_other
153,154,154,crop_other
154,155,155,crop_other
135,136,135,crop_other
127,127,127,crop_other
142,142,142,crop_other
144,145,145,crop_other
147,148,148,crop_other
144,145,145,crop_other
139,139,139,crop_other
135,136,135,crop_other
135,136,135,crop_other
137,137,137,crop_other
145,146,146,crop_other
113,113,112,crop_other
104,104,103,crop_other
125,125,125,crop_other
136,136,136,crop_other
122,122,122,crop_other
100,100,99,crop_other
96,96,95,crop_other
117,117,116,crop_other
138,138,138,crop_other
152,152,152,crop_other
156,157,157,crop_other
158,158,159,crop_other
148,148,148,crop_other
136,136,136,crop_other
138,138,138,crop_other
135,136,135,crop_other
118,118,117,crop_other
109,109,108,crop_other
120,120,120,crop_other
143,143,143,crop_other
150,150,150,crop_other
144,144,144,crop_other
136,136,136,crop_other
132,132,132,crop_other
141,141,141,crop_other
135,136,135,crop_other
134,135,134,crop_other
137,137,137,crop_other
135,136,135,crop_other
127,127,127,crop_other
123,123,123,crop_other
124,124,124,crop_other
137,137,137,crop_other
118,118,117,crop_other
123,123,123,crop_other
146,147,147,crop_other
149,149,149,crop_other
132,132,132,crop_other
118,118,117,crop_other
113,113,112,crop_other
118,118,117,crop_other
134,135,134,crop_other
153,154,154,crop_other
165,166,166,crop_other
169,170,171,crop_other
156,157,157,crop_other
133,133,132,crop_other
116,116,115,crop_other
100,100,99,crop_other
73,72,72,crop_other
78,78,77,crop_other
109,109,108,crop_other
137,137,137,crop_other
140,140,140,crop_other
137,137,137,crop_other
139,139,139,crop_other
137,137,137,crop_other
137,137,137,crop_other
126,126,126,crop_other
120,120,120,crop_other
125,125,125,crop_other
126,126,126,crop_other
119,119,118,crop_other
116,116,115,crop_other
119,119,118,crop_other
137,137,137,crop_other
133,134,133,crop_other
140,140,140,crop_other
164,165,165,crop_other
170,171,171,crop_other
159,159,160,crop_other
153,154,154,crop_other
145,146,146,crop_other
134,135,134,crop_other
133,133,132,crop_other
145,146,146,crop_other
157,158,158,crop_other
165,166,166,crop_other
154,155,155,crop_other
128,128,128,crop_other
102,102,101,crop_other
81,81,80,crop_other
67,67,66,crop_other
79,79,78,crop_other
109,109,108,crop_other
128,128,128,crop_other
126,126,126,crop_other
129,129,129,crop_other
139,139,139,crop_other
141,141,141,crop_other
136,136,136,crop_other
121,121,121,crop_other
112,112,111,crop_other
117,117,116,crop_other
122,122,122,crop_other
120,120,120,crop_other
118,118,117,crop_other
121,121,121,crop_other
141,141,141,crop_other
128,128,128,crop_other
124,124,124,crop_other
142,142,142,crop_other
156,157,157,crop_other
154,155,155,crop_other
152,152,152,crop_other
143,143,143,crop_other
125,125,125,crop_other
112,112,111,crop_other
116,116,115,crop_other
130,130,130,crop_other
145,146,146,crop_other
145,146,146,crop_other
128,128,128,crop_other
111,111,110,crop_other
104,104,103,crop_other
112,112,111,crop_other
117,117,116,crop_other
120,120,120,crop_other
123,123,123,crop_other
128,128,128,crop_other
133,134,133,crop_other
136,136,136,crop_other
136,136,136,crop_other
135,136,135,crop_other
128,128,128,crop_other
122,122,122,crop_other
123,123,123,crop_other
128,128,128,crop_other
131,131,131,crop_other
133,133,132,crop_other
133,134,133,crop_other
136,136,136,crop_other
113,113,112,crop_other
110,110,109,crop_other
116,116,115,crop_other
123,123,123,crop_other
124,124,124,crop_other
130,130,130,crop_other
129,129,129,crop_other
110,110,109,crop_other
84,84,83,crop_other
89,89,89,crop_other
112,112,111,crop_other
134,135,134,crop_other
135,136,135,crop_other
123,123,123,crop_other
123,123,123,crop_other
137,137,137,crop_other
152,152,152,crop_other
148,148,148,crop_other
128,128,128,crop_other
121,121,121,crop_other
140,140,140,crop_other
145,146,146,crop_other
132,132,132,crop_other
124,124,124,crop_other
129,129,129,crop_other
133,133,132,crop_other
133,134,133,crop_other
131,131,131,crop_other
133,133,132,crop_other
140,140,140,crop_other
145,146,146,crop_other
145,146,146,crop_other
108,108,107,crop_other
136,136,136,crop_other
147,148,148,crop_other
144,144,144,crop_other
128,128,128,crop_other
119,119,118,crop_other
127,127,127,crop_other
130,130,130,crop_other
111,111,110,crop_other
92,92,92,crop_other
100,100,99,crop_other
122,122,122,crop_other
130,130,130,crop_other
121,121,121,crop_other
113,113,112,crop_other
125,125,125,crop_other
152,152,152,crop_other
170,171,171,crop_other
162,163,163,crop_other
135,136,135,crop_other
123,123,123,crop_other
141,141,141,crop_other
144,145,145,crop_other
127,127,127,crop_other
117,117,116,crop_other
117,117,116,crop_other
127,127,127,crop_other
133,133,132,crop_other
129,129,129,crop_other
130,130,130,crop_other
139,139,139,crop_other
148,148,148,crop_other
152,152,152,crop_other
85,85,85,crop_other
148,148,148,crop_other
169,170,171,crop_other
167,167,168,crop_other
149,149,149,crop_other
138,138,138,crop_other
134,135,134,crop_other
131,131,131,crop_other
113,113,112,crop_other
118,118,117,crop_other
125,125,125,crop_other
135,136,135,crop_other
126,126,126,crop_other
116,116,115,crop_other
120,120,120,crop_other
133,134,133,crop_other
153,154,154,crop_other
169,170,171,crop_other
167,167,168,crop_other
155,156,156,crop_other
144,144,144,crop_other
142,142,142,crop_other
139,139,139,crop_other
131,131,131,crop_other
124,124,124,crop_other
114,114,113,crop_other
118,118,117,crop_other
122,122,122,crop_other
124,124,124,crop_other
127,127,127,crop_other
134,135,134,crop_other
148,148,148,crop_other
159,159,160,crop_other
99,99,98,crop_other
112,112,111,crop_other
141,141,141,crop_other
150,150,150,crop_other
156,157,157,crop_other
159,159,160,crop_other
151,151,151,crop_other
143,143,143,crop_other
133,133,132,crop_other
126,126,126,crop_other
132,132,132,crop_other
137,137,137,crop_other
125,125,125,crop_other
125,125,125,crop_other
143,143,143,crop_other
148,148,148,crop_other
153,154,154,crop_other
154,155,155,crop_other
163,164,164,crop_other
176,177,178,crop_other
173,174,174,crop_other
152,152,152,crop_other
141,141,141,crop_other
139,139,139,crop_other
133,134,133,crop_other
118,118,117,crop_other
113,113,112,crop_other
114,114,113,crop_other
122,122,122,crop_other
127,127,127,crop_other
133,133,132,crop_other
148,148,148,crop_other
165,166,166,crop_other
113,113,112,crop_other
104,104,103,crop_other
104,104,103,crop_other
134,135,134,crop_other
160,160,161,crop_other
166,167,167,crop_other
151,151,151,crop_other
129,129,129,crop_other
129,129,129,crop_other
131,131,131,crop_other
134,135,134,crop_other
133,133,132,crop_other
114,114,113,crop_other
120,120,120,crop_other
153,154,154,crop_other
157,158,158,crop_other
138,138,138,crop_other
134,135,134,crop_other
142,142,142,crop_other
170,171,171,crop_other
189,190,190,crop_other
160,160,161,crop_other
135,136,135,crop_other
143,143,143,crop_other
132,132,132,crop_other
117,117,116,crop_other
119,119,118,crop_other
125,125,125,crop_other
130,130,130,crop_other
133,133,132,crop_other
130,130,130,crop_other
134,135,134,crop_other
152,152,152,crop_other
110,110,109,crop_other
124,124,124,crop_other
127,127,127,crop_other
144,144,144,crop_other
153,154,154,crop_other
151,151,151,crop_other
133,133,132,crop_other
108,108,107,crop_other
105,105,104,crop_other
132,132,132,crop_other
142,142,142,crop_other
138,138,138,crop_other
108,108,107,crop_other
107,107,106,crop_other
138,138,138,crop_other
144,145,145,crop_other
131,131,131,crop_other
101,101,100,crop_other
112,112,111,crop_other
154,155,155,crop_other
183,184,184,crop_other
161,162,162,crop_other
137,137,137,crop_other
132,132,132,crop_other
115,115,114,crop_other
111,111,110,crop_other
132,132,132,crop_other
149,149,149,crop_other
152,152,152,crop_other
142,142,142,crop_other
124,124,124,crop_other
115,115,114,crop_other
121,121,121,crop_other
122,122,122,crop_other
128,128,128,crop_other
131,131,131,crop_other
136,136,136,crop_other
141,141,141,crop_other
144,145,145,crop_other
133,134,133,crop_other
107,107,106,crop_other
98,98,97,crop_other
123,123,123,crop_other
144,145,145,crop_other
147,148,148,crop_other
115,115,114,crop_other
101,101,100,crop_other
118,118,117,crop_other
127,127,127,crop_other
129,129,129,crop_other
110,110,109,crop_other
112,112,111,crop_other
146,147,147,crop_other
167,167,168,crop_other
152,153,153,crop_other
132,132,132,crop_other
117,117,116,crop_other
107,107,106,crop_other
121,121,121,crop_other
146,147,147,crop_other
157,158,158,crop_other
146,147,147,crop_other
128,128,128,crop_other
113,113,112,crop_other
110,110,109,crop_other
114,114,113,crop_other
101,101,100,plants
87,87,87,plants
78,78,77,plants
65,65,64,plants
67,67,66,plants
87,87,87,plants
105,105,104,plants
98,98,97,plants
81,81,80,plants
57,57,56,plants
44,44,43,plants
40,40,40,plants
49,49,48,plants
65,65,64,plants
86,86,86,plants
99,99,98,plants
99,99,98,plants
93,93,93,plants
103,103,102,plants
88,88,88,plants
75,75,74,plants
56,56,55,plants
53,52,52,plants
70,70,70,plants
88,88,88,plants
87,87,87,plants
75,75,74,plants
64,64,63,plants
53,52,52,plants
51,51,51,plants
58,58,57,plants
69,69,68,plants
85,85,85,plants
96,96,95,plants
95,95,94,plants
95,95,94,plants
83,83,82,plants
79,79,78,plants
67,67,66,plants
51,51,51,plants
45,45,44,plants
53,52,52,plants
68,68,67,plants
73,72,72,plants
68,68,67,plants
68,68,67,plants
62,61,61,plants
63,62,62,plants
71,71,71,plants
79,79,78,plants
89,89,89,plants
93,93,93,plants
88,88,88,plants
90,90,90,plants
76,76,75,plants
75,75,74,plants
69,69,68,plants
64,64,63,plants
57,57,56,plants
53,52,52,plants
57,57,56,plants
64,64,63,plants
64,64,63,plants
60,60,60,plants
56,56,55,plants
62,61,61,plants
75,75,74,plants
85,85,85,plants
93,93,93,plants
93,93,93,plants
84,84,83,plants
84,84,83,plants
83,83,82,plants
82,82,81,plants
75,75,74,plants
75,75,74,plants
75,75,74,plants
69,69,68,plants
70,70,70,plants
73,72,72,plants
68,68,67,plants
57,57,56,plants
48,48,47,plants
51,51,51,plants
65,65,64,plants
78,78,77,plants
86,86,86,plants
85,85,85,plants
75,75,74,plants
75,75,74,plants
83,83,82,plants
78,78,77,plants
65,65,64,plants
69,69,68,plants
81,81,80,plants
86,86,86,plants
89,89,89,plants
89,89,89,plants
82,82,81,plants
66,66,65,plants
56,56,55,plants
54,54,53,plants
59,59,58,plants
64,64,63,plants
67,67,66,plants
64,64,63,plants
53,52,52,plants
55,55,54,plants
75,75,74,plants
58,58,57,plants
48,48,47,plants
62,61,61,plants
81,81,80,plants
84,84,83,plants
85,85,85,plants
85,85,85,plants
78,78,77,plants
65,65,64,plants
64,64,63,plants
68,68,67,plants
71,71,71,plants
66,66,65,plants
62,61,61,plants
55,55,54,plants
45,45,44,plants
43,42,42,plants
59,59,58,plants
44,44,43,plants
43,42,42,plants
63,62,62,plants
81,81,80,plants
74,74,73,plants
64,64,63,plants
62,61,61,plants
56,56,55,plants
46,46,45,plants
58,58,57,plants
78,78,77,plants
88,88,88,plants
81,81,80,plants
73,72,72,plants
65,65,64,plants
56,56,55,plants
48,48,47,plants
60,60,60,plants
50,50,49,plants
57,57,56,plants
68,68,67,plants
75,75,74,plants
67,67,66,plants
56,56,55,plants
51,51,51,plants
53,52,52,plants
54,54,53,plants
63,62,62,plants
77,77,76,plants
84,84,83,plants
82,82,81,plants
76,76,75,plants
66,66,65,plants
57,57,56,plants
50,50,49,plants
79,79,78,plants
70,70,70,plants
70,70,70,plants
73,72,72,plants
71,71,71,plants
66,66,65,plants
63,62,62,plants
67,67,66,plants
75,75,74,plants
78,78,77,plants
74,74,73,plants
68,68,67,plants
65,65,64,plants
64,64,63,plants
64,64,63,plants
64,64,63,plants
62,61,61,plants
62,61,61,plants
89,89,89,plants
97,97,96,plants
89,89,89,plants
78,78,77,plants
67,67,66,plants
62,61,61,plants
63,62,62,plants
73,72,72,plants
84,84,83,plants
90,90,90,plants
79,79,78,plants
64,64,63,plants
56,56,55,plants
57,57,56,plants
59,59,58,plants
60,60,60,plants
62,61,61,plants
70,70,70,plants
78,78,77,plants
98,98,97,plants
91,91,91,plants
77,77,76,plants
65,65,64,plants
62,61,61,plants
63,62,62,plants
69,69,68,plants
79,79,78,plants
88,88,88,plants
80,80,79,plants
65,65,64,plants
58,58,57,plants
59,59,58,plants
60,60,60,plants
62,61,61,plants
67,67,66,plants
73,72,72,plants
58,58,57,plants
76,76,75,plants
77,77,76,plants
70,70,70,plants
65,65,64,plants
70,70,70,plants
71,71,71,plants
70,70,70,plants
75,75,74,plants
86,86,86,plants
79,79,78,plants
64,64,63,plants
54,54,53,plants
55,55,54,plants
55,55,54,plants
62,61,61,plants
76,76,75,plants
77,77,76,plants
53,52,52,plants
63,62,62,plants
70,70,70,plants
69,69,68,plants
70,70,70,plants
80,80,79,plants
79,79,78,plants
70,70,70,plants
69,69,68,plants
78,78,77,plants
75,75,74,plants
62,61,61,plants
54,54,53,plants
55,55,54,plants
51,51,51,plants
56,56,55,plants
73,72,72,plants
82,82,81,plants
66,66,65,plants
70,70,70,plants
78,78,77,plants
73,72,72,plants
71,71,71,plants
82,82,81,plants
80,80,79,plants
67,67,66,plants
64,64,63,plants
70,70,70,plants
68,68,67,plants
58,58,57,plants
57,57,56,plants
64,64,63,plants
57,57,56,plants
54,54,53,plants
67,67,66,plants
80,80,79,plants
80,80,79,plants
77,77,76,plants
82,82,81,plants
74,74,73,plants
68,68,67,plants
79,79,78,plants
78,78,77,plants
66,66,65,plants
64,64,63,plants
70,70,70,plants
66,66,65,plants
54,54,53,plants
56,56,55,plants
69,69,68,plants
65,65,64,plants
59,59,58,plants
71,71,71,plants
71,71,71,plants
74,74,73,plants
76,76,75,plants
71,71,71,plants
66,66,65,plants
64,64,63,plants
66,66,65,plants
70,70,70,plants
69,69,68,plants
67,67,66,plants
79,79,78,plants
70,70,70,plants
62,61,61,plants
62,61,61,plants
69,69,68,plants
75,75,74,plants
74,74,73,plants
68,68,67,plants
70,70,70,plants
70,70,70,plants
73,72,72,plants
69,69,68,plants
64,64,63,plants
60,60,60,plants
59,59,58,plants
63,62,62,plants
69,69,68,plants
75,75,74,plants
83,83,82,plants
71,71,71,plants
64,64,63,plants
69,69,68,plants
78,78,77,plants
80,80,79,plants
77,77,76,plants
73,72,72,plants
67,67,66,plants
66,66,65,plants
71,71,71,plants
67,67,66,plants
65,65,64,plants
66,66,65,plants
64,64,63,plants
63,62,62,plants
69,69,68,plants
80,80,79,plants
84,84,83,plants
75,75,74,plants
68,68,67,plants
75,75,74,plants
82,82,81,plants
83,83,82,plants
77,77,76,plants
74,74,73,plants
66,66,65,plants
30,30,30,plants
43,42,42,plants
46,46,45,plants
34,35,34,plants
27,28,27,plants
26,27,26,plants
34,35,34,plants
40,40,40,plants
43,42,42,plants
19,20,19,plants
28,29,28,plants
53,52,52,plants
67,67,66,plants
73,72,72,plants
69,69,68,plants
138,138,138,plants
144,144,144,plants
144,145,145,plants
143,143,143,plants
142,142,142,plants
142,142,142,plants
103,103,102,plants
133,133,132,plants
142,142,142,plants
134,135,134,plants
144,144,144,plants
165,166,166,plants
161,161,161,plants
138,138,138,plants
120,120,120,plants
118,118,117,plants
118,118,117,plants
138,138,138,plants
171,172,172,plants
173,174,174,plants
148,148,148,plants
135,136,135,plants
132,132,132,plants
132,132,132,plants
128,128,128,plants
145,146,146,plants
155,156,156,plants
140,140,140,plants
131,131,131,plants
136,136,136,plants
135,136,135,plants
127,127,127,plants
133,133,132,plants
140,140,140,plants
146,147,147,plants
148,148,148,plants
146,147,147,plants
143,143,143,plants
141,141,141,plants
126,126,126,plants
147,148,148,plants
160,160,161,plants
152,153,153,plants
152,153,153,plants
169,169,170,plants
157,158,158,plants
130,130,130,plants
121,121,121,plants
134,135,134,plants
139,139,139,plants
151,151,151,plants
166,167,167,plants
158,158,159,plants
141,141,141,plants
150,150,150,plants
163,164,164,plants
142,142,142,plants
135,136,135,plants
153,154,154,plants
173,174,174,plants
165,166,166,plants
153,154,154,plants
148,148,148,plants
138,138,138,plants
126,126,126,plants
135,136,135,plants
146,147,147,plants
151,151,151,plants
147,148,148,plants
