133,133,132
151,151,151
159,159,160
168,168,169
165,166,166
154,155,155
146,147,147
150,150,150
158,158,159
159,159,160
145,146,146
129,129,129
120,120,120
126,126,126
139,139,139
149,149,149
153,154,154
160,160,161
152,152,152
137,137,137
134,135,134
155,156,156
172,173,173
161,162,162
139,139,139
122,122,122
123,123,123
132,132,132
149,149,149
154,155,155
138,138,138
121,121,121
121,121,121
127,127,127
141,141,141
146,147,147
164,165,165
168,168,169
151,151,151
148,148,148
165,166,166
176,176,177
173,174,174
151,151,151
133,133,132
126,126,126
127,127,127
142,142,142
162,163,163
172,173,173
172,173,173
162,163,163
149,149,149
148,148,148
159,159,160
158,158,159
147,148,148
141,141,141
152,152,152
156,157,157
152,153,153
139,139,139
125,125,125
115,115,114
106,106,105
99,99,98
130,130,130
138,138,138
147,148,148
165,166,166
166,167,167
148,148,148
148,148,148
169,169,170
181,182,183
186,187,187
171,172,172
151,151,151
134,135,134
136,136,136
158,158,159
175,175,176
174,175,175
175,175,176
164,165,165
144,144,144
128,128,128
129,129,129
136,136,136
144,144,144
152,152,152
158,158,159
160,160,161
150,150,150
129,129,129
122,122,122
131,131,131
128,128,128
110,110,109
129,129,129
140,140,140
155,156,156
175,175,176
170,171,171
148,148,148
144,145,145
162,163,163
175,175,176
181,181,182
180,180,181
165,166,166
144,145,145
146,147,147
169,170,171
176,176,177
161,162,162
159,159,160
148,148,148
123,123,123
101,101,100
104,104,103
124,124,124
144,145,145
159,159,160
143,143,143
148,148,148
141,141,141
124,124,124
133,133,132
164,165,165
171,172,172
148,148,148
125,125,125
144,144,144
165,166,166
185,185,186
177,178,178
150,150,150
138,138,138
146,147,147
153,154,154
154,155,155
169,169,170
169,169,170
153,154,154
152,153,153
165,166,166
161,161,161
139,139,139
136,136,136
133,133,132
119,119,118
106,106,105
109,109,108
120,120,120
126,126,126
124,124,124
123,123,123
137,137,137
142,142,142
134,135,134
145,146,146
180,180,181
191,191,192
171,172,172
124,124,124
146,147,147
167,167,168
183,184,184
173,174,174
144,144,144
126,126,126
126,126,126
128,128,128
133,133,132
154,155,155
164,165,165
156,157,157
148,148,148
146,147,147
138,138,138
126,126,126
126,126,126
138,138,138
147,148,148
141,141,141
130,130,130
119,119,118
106,106,105
92,92,92
114,114,113
132,132,132
145,146,146
144,144,144
144,145,145
161,162,162
171,172,172
164,165,165
130,130,130
150,150,150
162,163,163
170,171,171
158,158,159
133,133,132
112,112,111
106,106,105
107,107,106
125,125,125
143,143,143
154,155,155
151,151,151
138,138,138
124,124,124
118,118,117
123,123,123
144,144,144
163,164,164
179,180,180
169,169,170
140,140,140
119,119,118
114,114,113
113,113,112
120,120,120
135,136,135
148,148,148
146,147,147
133,134,133
125,125,125
127,127,127
134,135,134
137,137,137
144,144,144
148,148,148
152,152,152
145,146,146
130,130,130
114,114,113
107,107,106
107,107,106
122,122,122
139,139,139
153,154,154
155,156,156
142,142,142
120,120,120
114,114,113
127,127,127
152,153,153
166,167,167
178,179,179
169,169,170
140,140,140
123,123,123
126,126,126
130,130,130
134,135,134
145,146,146
152,152,152
150,150,150
133,133,132
102,102,101
89,89,89
104,104,103
140,140,140
127,127,127
130,130,130
135,136,135
140,140,140
137,137,137
128,128,128
122,122,122
124,124,124
123,123,123
142,142,142
161,162,162
170,171,171
160,160,161
134,135,134
124,124,124
134,135,134
122,122,122
130,130,130
145,146,146
152,153,153
144,144,144
135,136,135
133,133,132
129,129,129
130,130,130
142,142,142
149,149,149
153,154,154
144,144,144
110,110,109
90,90,90
105,105,104
122,122,122
114,114,113
119,119,118
121,121,121
135,136,135
144,145,145
146,147,147
142,142,142
123,123,123
128,128,128
126,126,126
149,149,149
182,183,183
173,174,174
134,135,134
125,125,125
131,131,131
117,117,116
115,115,114
128,128,128
136,136,136
131,131,131
131,131,131
133,133,132
127,127,127
125,125,125
134,135,134
144,145,145
146,147,147
139,139,139
130,130,130
124,124,124
122,122,122
100,100,99
113,113,112
119,119,118
117,117,116
133,134,133
153,154,154
155,156,156
144,144,144
123,123,123
112,112,111
111,111,110
136,136,136
176,177,178
176,177,178
142,142,142
122,122,122
116,116,115
121,121,121
118,118,117
130,130,130
134,135,134
121,121,121
117,117,116
125,125,125
125,125,125
122,122,122
130,130,130
138,138,138
144,144,144
144,145,145
143,143,143
142,142,142
142,142,142
103,103,102
133,133,132
142,142,142
134,135,134
144,144,144
165,166,166
161,161,161
138,138,138
120,120,120
118,118,117
118,118,117
138,138,138
171,172,172
173,174,174
148,148,148
135,136,135
132,132,132
132,132,132
128,128,128
145,146,146
155,156,156
140,140,140
131,131,131
136,136,136
135,136,135
127,127,127
133,133,132
140,140,140
146,147,147
148,148,148
146,147,147
143,143,143
141,141,141
126,126,126
147,148,148
160,160,161
152,153,153
152,153,153
169,169,170
157,158,158
130,130,130
121,121,121
134,135,134
139,139,139
151,151,151
166,167,167
158,158,159
141,141,141
150,150,150
163,164,164
142,142,142
135,136,135
