101,101,100
87,87,87
78,78,77
65,65,64
67,67,66
87,87,87
105,105,104
98,98,97
81,81,80
57,57,56
44,44,43
40,40,40
49,49,48
65,65,64
86,86,86
99,99,98
99,99,98
93,93,93
103,103,102
88,88,88
75,75,74
56,56,55
53,52,52
70,70,70
88,88,88
87,87,87
75,75,74
64,64,63
53,52,52
51,51,51
58,58,57
69,69,68
85,85,85
96,96,95
95,95,94
95,95,94
83,83,82
79,79,78
67,67,66
51,51,51
45,45,44
53,52,52
68,68,67
73,72,72
68,68,67
68,68,67
62,61,61
63,62,62
71,71,71
79,79,78
89,89,89
93,93,93
88,88,88
90,90,90
76,76,75
75,75,74
69,69,68
64,64,63
57,57,56
53,52,52
57,57,56
64,64,63
64,64,63
60,60,60
56,56,55
62,61,61
75,75,74
85,85,85
93,93,93
93,93,93
84,84,83
84,84,83
83,83,82
82,82,81
75,75,74
75,75,74
75,75,74
69,69,68
70,70,70
73,72,72
68,68,67
57,57,56
48,48,47
51,51,51
65,65,64
78,78,77
86,86,86
85,85,85
75,75,74
75,75,74
83,83,82
78,78,77
65,65,64
69,69,68
81,81,80
86,86,86
89,89,89
89,89,89
82,82,81
66,66,65
56,56,55
54,54,53
59,59,58
64,64,63
67,67,66
64,64,63
53,52,52
55,55,54
75,75,74
58,58,57
48,48,47
62,61,61
81,81,80
84,84,83
85,85,85
85,85,85
78,78,77
65,65,64
64,64,63
68,68,67
71,71,71
66,66,65
62,61,61
55,55,54
45,45,44
43,42,42
59,59,58
44,44,43
43,42,42
63,62,62
81,81,80
74,74,73
64,64,63
62,61,61
56,56,55
46,46,45
58,58,57
78,78,77
88,88,88
81,81,80
73,72,72
65,65,64
56,56,55
48,48,47
60,60,60
50,50,49
57,57,56
68,68,67
75,75,74
67,67,66
56,56,55
51,51,51
53,52,52
54,54,53
63,62,62
77,77,76
84,84,83
82,82,81
76,76,75
66,66,65
57,57,56
50,50,49
79,79,78
70,70,70
70,70,70
73,72,72
71,71,71
66,66,65
63,62,62
67,67,66
75,75,74
78,78,77
74,74,73
68,68,67
65,65,64
64,64,63
64,64,63
64,64,63
62,61,61
62,61,61
89,89,89
97,97,96
89,89,89
78,78,77
67,67,66
62,61,61
63,62,62
73,72,72
84,84,83
90,90,90
79,79,78
64,64,63
56,56,55
57,57,56
59,59,58
60,60,60
62,61,61
70,70,70
78,78,77
98,98,97
91,91,91
77,77,76
65,65,64
62,61,61
63,62,62
69,69,68
79,79,78
88,88,88
80,80,79
65,65,64
58,58,57
59,59,58
60,60,60
62,61,61
67,67,66
73,72,72
58,58,57
76,76,75
77,77,76
70,70,70
65,65,64
70,70,70
71,71,71
70,70,70
75,75,74
86,86,86
79,79,78
64,64,63
54,54,53
55,55,54
55,55,54
62,61,61
76,76,75
77,77,76
53,52,52
63,62,62
70,70,70
69,69,68
70,70,70
80,80,79
79,79,78
70,70,70
69,69,68
78,78,77
75,75,74
62,61,61
54,54,53
55,55,54
51,51,51
56,56,55
73,72,72
82,82,81
66,66,65
70,70,70
78,78,77
73,72,72
71,71,71
82,82,81
80,80,79
67,67,66
64,64,63
70,70,70
68,68,67
58,58,57
57,57,56
64,64,63
57,57,56
54,54,53
67,67,66
80,80,79
80,80,79
77,77,76
82,82,81
74,74,73
68,68,67
79,79,78
78,78,77
66,66,65
64,64,63
70,70,70
66,66,65
54,54,53
56,56,55
69,69,68
65,65,64
59,59,58
71,71,71
71,71,71
74,74,73
76,76,75
71,71,71
66,66,65
64,64,63
66,66,65
70,70,70
69,69,68
67,67,66
79,79,78
70,70,70
62,61,61
62,61,61
69,69,68
75,75,74
74,74,73
68,68,67
70,70,70
70,70,70
73,72,72
69,69,68
64,64,63
60,60,60
59,59,58
63,62,62
69,69,68
75,75,74
83,83,82
71,71,71
64,64,63
69,69,68
78,78,77
80,80,79
77,77,76
73,72,72
67,67,66
66,66,65
71,71,71
