25,25,25
26,27,26
27,28,27
28,29,28
28,29,28
24,24,24
23,23,23
23,23,23
23,23,23
25,25,25
27,28,27
27,28,27
27,28,27
26,27,26
26,27,26
25,25,25
25,25,25
24,24,24
23,23,23
23,23,23
21,22,22
23,23,23
23,23,23
24,24,24
24,24,24
27,28,27
28,29,28
28,29,28
27,28,27
26,27,26
24,24,24
23,23,23
21,22,22
23,23,23
25,25,25
26,27,26
26,27,26
26,27,26
26,27,26
25,25,25
25,25,25
24,24,24
24,24,24
23,23,23
21,22,22
21,22,22
23,23,23
23,23,23
24,24,24
24,24,24
31,31,31
33,33,33
31,31,31
27,28,27
24,24,24
25,25,25
23,23,23
21,22,22
21,22,22
24,24,24
25,25,25
24,24,24
24,24,24
25,25,25
25,25,25
24,24,24
24,24,24
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
33,33,33
37,37,36
34,35,34
30,30,30
26,27,26
25,25,25
23,23,23
21,22,22
21,22,22
21,22,22
23,23,23
21,22,22
21,22,22
24,24,24
24,24,24
24,24,24
24,24,24
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
34,35,34
38,38,37
38,38,37
33,33,33
28,29,28
25,25,25
23,23,23
21,22,22
20,21,21
21,22,22
21,22,22
20,21,21
19,20,19
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
23,23,23
23,23,23
24,24,24
24,24,24
31,31,31
33,33,33
32,32,32
31,31,31
28,29,28
25,25,25
24,24,24
23,23,23
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
24,24,24
24,24,24
25,25,25
25,25,25
30,30,30
31,31,31
31,31,31
30,30,30
28,29,28
25,25,25
24,24,24
23,23,23
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
21,22,22
23,23,23
23,23,23
24,24,24
24,24,24
25,25,25
25,25,25
26,27,26
27,28,27
27,28,27
27,28,27
27,28,27
24,24,24
24,24,24
23,23,23
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
19,20,19
20,21,21
20,21,21
21,22,22
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
24,24,24
25,25,25
25,25,25
23,23,23
24,24,24
25,25,25
25,25,25
25,25,25
24,24,24
23,23,23
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
19,20,19
19,20,19
20,21,21
21,22,22
23,23,23
24,24,24
25,25,25
25,25,25
24,24,24
24,24,24
25,25,25
25,25,25
21,22,22
21,22,22
23,23,23
24,24,24
24,24,24
23,23,23
21,22,22
21,22,22
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
19,20,19
20,21,21
20,21,21
21,22,22
23,23,23
24,24,24
25,25,25
25,25,25
24,24,24
24,24,24
25,25,25
25,25,25
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
21,22,22
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
20,21,21
20,21,21
21,22,22
23,23,23
23,23,23
24,24,24
25,25,25
25,25,25
24,24,24
25,25,25
25,25,25
25,25,25
24,24,24
23,23,23
23,23,23
21,22,22
21,22,22
21,22,22
20,21,21
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
25,25,25
25,25,25
25,25,25
24,24,24
25,25,25
24,24,24
23,23,23
21,22,22
21,22,22
20,21,21
20,21,21
20,21,21
19,20,19
20,21,21
20,21,21
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
25,25,25
25,25,25
25,25,25
24,24,24
25,25,25
24,24,24
23,23,23
23,23,23
23,23,23
20,21,21
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
27,28,27
26,27,26
25,25,25
24,24,24
23,23,23
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
21,22,22
21,22,22
20,21,21
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
24,24,24
23,23,23
23,23,23
24,24,24
24,24,24
28,29,28
28,29,28
27,28,27
25,25,25
23,23,23
24,24,24
24,24,24
24,24,24
25,25,25
24,24,24
23,23,23
21,22,22
20,21,21
21,22,22
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
27,28,27
28,29,28
28,29,28
27,28,27
25,25,25
27,28,27
26,27,26
25,25,25
25,25,25
24,24,24
23,23,23
23,23,23
23,23,23
19,20,19
19,20,19
19,20,19
20,21,21
20,21,21
20,21,21
20,21,21
21,22,22
23,23,23
23,23,23
23,23,23
23,23,23
25,25,25
27,28,27
28,29,28
28,29,28
27,28,27
28,29,28
27,28,27
25,25,25
23,23,23
23,23,23
23,23,23
24,24,24
25,25,25
20,21,21
20,21,21
21,22,22
21,22,22
21,22,22
21,22,22
23,23,23
23,23,23
23,23,23
21,22,22
21,22,22
23,23,23
24,24,24
26,27,26
28,29,28
27,28,27
26,27,26
27,28,27
26,27,26
24,24,24
23,23,23
21,22,22
23,23,23
24,24,24
25,25,25
24,24,24
24,24,24
24,24,24
25,25,25
25,25,25
25,25,25
25,25,25
25,25,25
23,23,23
21,22,22
20,21,21
23,23,23
24,24,24
27,28,27
28,29,28
26,27,26
24,24,24
23,23,23
23,23,23
24,24,24
24,24,24
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
23,23,23
24,24,24
24,24,24
24,24,24
24,24,24
24,24,24
25,25,25
23,23,23
20,21,21
19,20,19
21,22,22
